"","...1","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType","('blitz', 'mean')","('blitz_class', '')","('npos_list', '')","('stunt', '')","('stunt_class', '')","('4manfront', '')","epa"
"7320",7319,2021102409,330,"(9:58) (Shotgun) J.Fields pass incomplete short left to C.Kmet.",1,3,8,"CHI","TB","TB",44,09:58:00,7,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,66,"EMPTY","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",1,6,1,-1.76336375577375
"7321",7320,2021102409,403,"(9:07) (Shotgun) T.Brady pass incomplete short middle to M.Evans.",1,2,6,"TB","CHI","TB",20,09:07:00,7,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,90,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",0,"Cover-3","Zone",1,1,"[1, 1, 1, 3]",0,0,0,-0.802950662560761
"7322",7321,2021102409,474,"(8:10) (Shotgun) J.Fields pass short right to C.Kmet to CHI 40 for 5 yards (D.Delaney).",1,1,10,"CHI","TB","CHI",35,08:10:00,7,0,"C",NA,5,5,NA,NA,NA,NA,NA,NA,45,"EMPTY","1 RB, 3 TE, 1 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,9,0,0.150722432881594
"7323",7322,2021102409,498,"(7:31) (Shotgun) J.Fields pass incomplete short right to D.Mooney.",1,2,5,"CHI","TB","CHI",40,07:31:00,7,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,50,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.863413855433464
"7324",7323,2021102409,520,"(7:27) (No Huddle, Shotgun) J.Fields pass deep right intended for A.Robinson INTERCEPTED by D.Delaney [K.Minter] at TB 34. D.Delaney ran ob at CHI 40 for 26 yards (J.Peters).",1,3,5,"CHI","TB","CHI",40,07:27:00,7,0,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,50,"EMPTY","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","SCRAMBLE",0,"Cover-3","Zone",1,10,"[2, 2, 1, 2]",0,0,0,-4.30967595917173
"7325",7324,2021102409,551,"(7:13) (Shotgun) T.Brady pass short middle to C.Godwin to CHI 34 for 6 yards (D.Shelley, R.Smith).",1,1,10,"TB","CHI","CHI",40,07:13:00,7,0,"C",NA,6,6,NA,NA,NA,NA,NA,NA,50,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.0898326400201768
"7326",7325,2021102409,604,"(6:08) T.Brady pass deep middle to C.Godwin to CHI 9 for 21 yards (K.Vildor).",1,1,10,"TB","CHI","CHI",30,06:08:00,7,0,"C",NA,21,21,NA,NA,NA,NA,NA,NA,40,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,4,1,1.20991168968612
"7327",7326,2021102409,628,"(5:25) (Shotgun) T.Brady pass incomplete short middle to C.Brate (K.Vildor).",1,1,9,"TB","CHI","CHI",9,05:25:00,7,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,19,"SHOTGUN","1 RB, 2 TE, 2 WR",8,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,-0.555969095206819
"7328",7327,2021102409,671,"(4:40) (Shotgun) T.Brady pass short middle to C.Godwin for 4 yards, TOUCHDOWN.",1,3,4,"TB","CHI","CHI",4,04:40:00,7,0,"C",NA,4,4,NA,NA,NA,NA,NA,NA,14,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,2.30148368974915
"7329",7328,2021102409,769,"(3:30) J.Fields pass short right to K.Herbert to CHI 40 for 5 yards (R.Cockrell).",1,1,10,"CHI","TB","CHI",35,03:30:00,14,0,"C",NA,5,5,NA,NA,NA,NA,NA,NA,45,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.155770926270634
"7330",7329,2021102409,814,"(2:13) (Shotgun) J.Fields sacked at CHI 32 for -8 yards (S.Barrett). FUMBLES (S.Barrett) [S.Barrett], RECOVERED by TB-V.Vea at CHI 35.",1,3,5,"CHI","TB","CHI",40,02:13:00,14,0,"S",NA,-5,-5,NA,NA,NA,NA,NA,NA,50,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,5,1,-4.54182409157511
"7331",7330,2021102409,843,"(2:07) (Shotgun) T.Brady pass short middle to M.Evans to CHI 24 for 11 yards (D.Houston-Carson).",1,1,10,"TB","CHI","CHI",35,02:07:00,14,0,"C",NA,11,11,NA,NA,NA,NA,NA,NA,45,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,0.833618816104718
"7332",7331,2021102409,909,"(:14) (Shotgun) T.Brady pass incomplete short right to C.Brate (D.Houston-Carson).",1,2,7,"TB","CHI","CHI",9,00:14:00,14,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,19,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",1,10,"[1, 1, 1, 2]",0,0,0,-0.757078683178406
"7333",7332,2021102409,931,"(:10) (Shotgun) T.Brady pass short right to M.Evans for 9 yards, TOUCHDOWN.",1,3,7,"TB","CHI","CHI",9,00:10:00,14,0,"C",NA,9,9,NA,NA,NA,NA,NA,NA,19,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,1,1,2.90296084468719
"7334",7333,2021102409,1035,"(15:00) (Shotgun) J.Fields pass short left to D.Williams to CHI 33 for 3 yards (J.Dean).",2,2,5,"CHI","TB","CHI",30,15:00:00,21,0,"C",NA,3,3,NA,NA,NA,NA,NA,NA,80,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,3,1,-0.203450502362102
"7335",7334,2021102409,1064,"(14:18) (Shotgun) J.Fields pass incomplete short left to D.Mooney.",2,3,2,"CHI","TB","CHI",33,14:18:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,77,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[1, 1, 1, 2]",0,0,0,-1.59577011503279
"7336",7335,2021102409,1154,"(12:49) (Shotgun) T.Brady pass incomplete short left to M.Evans.",2,1,10,"TB","CHI","TB",42,12:49:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,52,"EMPTY","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.480757978977636
"7337",7336,2021102409,1176,"(12:45) (Shotgun) T.Brady pass incomplete short right to M.Evans (K.Vildor).",2,2,10,"TB","CHI","TB",42,12:45:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,52,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,5,"[1, 1, 2, 1, 1]",0,0,0,-0.826824562391266
"7338",7337,2021102409,1198,"(12:41) (Shotgun) T.Brady pass incomplete short middle to C.Godwin (D.Shelley).",2,3,10,"TB","CHI","TB",42,12:41:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,52,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",1,5,"[1, 1, 2, 1, 1]",1,14,0,-1.44101867126301
"7339",7338,2021102409,1266,"(11:46) J.Fields pass short right to J.James to CHI 41 for 6 yards (D.White; J.Pierre-Paul).",2,2,4,"CHI","TB","CHI",35,11:46:00,21,0,"C",NA,6,6,NA,NA,NA,NA,NA,NA,75,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.595146033447236
"7340",7339,2021102409,1290,"(11:07) (Shotgun) J.Fields pass short right to K.Herbert to CHI 44 for 3 yards (D.Delaney; K.Minter).",2,1,10,"CHI","TB","CHI",41,11:07:00,21,0,"C",NA,3,3,NA,NA,NA,NA,NA,NA,69,"SHOTGUN","2 RB, 0 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.23135704244487
"7341",7340,2021102409,1314,"(10:27) (Shotgun) J.Fields sacked at CHI 37 for -7 yards (J.Pierre-Paul). FUMBLES (J.Pierre-Paul) [J.Pierre-Paul], RECOVERED by TB-S.Barrett at CHI 40. S.Barrett to CHI 39 for 1 yard (J.James). FUMBLES (J.James), recovered by TB-D.White at CHI 30. D.White to CHI 25 for 5 yards (J.Daniels).",2,2,7,"CHI","TB","CHI",44,10:27:00,21,0,"S",NA,-4,-19,NA,NA,NA,NA,NA,NA,66,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[1, 1, 2, 1]",0,0,0,-6.007640265394
"7342",7341,2021102409,1365,"(10:18) T.Brady pass incomplete short middle to C.Brate.",2,1,10,"TB","CHI","CHI",25,10:18:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,85,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.427401393768378
"7343",7342,2021102409,1387,"(10:14) (Shotgun) T.Brady pass incomplete short left to L.Fournette (R.Smith).",2,2,10,"TB","CHI","CHI",25,10:14:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,85,"EMPTY","1 RB, 3 TE, 1 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.62500138708856
"7344",7343,2021102409,1409,"(10:10) (Shotgun) T.Brady pass incomplete short middle to O.Howard [M.Edwards].",2,3,10,"TB","CHI","CHI",25,10:10:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",1,5,"[1, 1, 1, 2, 1]",1,4,0,-1.15117898816724
"7345",7344,2021102409,1451,"(10:01) (Shotgun) J.Fields pass deep right to D.Mooney to 50 for 17 yards (D.Delaney).",2,1,10,"CHI","TB","CHI",33,10:01:00,21,0,"C",NA,17,17,NA,NA,NA,NA,NA,NA,77,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,1.06256400700659
"7346",7345,2021102409,1496,"(9:11) (No Huddle) J.Fields scrambles right end to TB 32 for 5 yards (K.Minter).",2,1,10,"CHI","TB","TB",37,09:11:00,21,0,"R",NA,5,5,NA,NA,NA,NA,NA,NA,47,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",1,"Quarters","Zone",0,0,"[1, 1, 1, 1]",1,1,1,0.109615870867856
"7347",7346,2021102409,1559,"(7:41) (No Huddle, Shotgun) J.Fields pass short left to A.Robinson to TB 10 for 4 yards (J.Dean). TB-J.Dean was injured during the play. His return is Questionable.",2,2,4,"CHI","TB","TB",14,07:41:00,21,0,"C",NA,4,4,NA,NA,NA,NA,NA,NA,24,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",1,1,"[1, 2, 1, 3, 1, 1]",1,10,0,0.0484996401355602
"7348",7347,2021102409,1625,"(6:25) (Shotgun) J.Fields pass incomplete short right.",2,2,10,"CHI","TB","TB",10,06:25:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,20,"EMPTY","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",0,"Cover-0","Man",1,1,"[1, 2, 1, 3, 1, 1, 1]",1,13,0,-0.744761447713245
"7349",7348,2021102409,1659,"(6:17) (Shotgun) J.Fields pass incomplete short left to J.Horsted.",2,3,10,"CHI","TB","TB",10,06:17:00,21,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,20,"SHOTGUN","1 RB, 3 TE, 1 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,-0.728419873925461
"7350",7349,2021102409,1757,"(4:54) T.Brady pass short left to C.Godwin to CHI 48 for 10 yards (D.Houston-Carson).",2,2,4,"TB","CHI","TB",42,04:54:00,21,3,"C",NA,10,10,NA,NA,NA,NA,NA,NA,52,"I_FORM","1 RB, 2 TE, 2 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.723586505977437
"7351",7350,2021102409,1781,"(4:11) T.Brady pass deep left to M.Evans to CHI 2 for 46 yards (Ja.Johnson).",2,1,10,"TB","CHI","CHI",48,04:11:00,21,3,"C",NA,46,46,NA,NA,NA,NA,NA,NA,62,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,3.64791725337273
"7352",7351,2021102409,1882,"(3:11) (No Huddle, Shotgun) J.Fields pass short right to A.Robinson to CHI 43 for 12 yards (D.White).",2,2,4,"CHI","TB","CHI",31,03:11:00,28,3,"C",NA,12,12,NA,NA,NA,NA,NA,NA,79,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",1,1,"[1, 1, 2, 1, 3]",1,10,0,0.667960104998201
"7353",7352,2021102409,1932,"(2:22) (No Huddle, Shotgun) J.Fields pass incomplete short left to M.Goodwin (V.Vea).",2,2,12,"CHI","TB","CHI",41,02:22:00,28,3,"I",NA,0,0,NA,NA,NA,NA,NA,NA,69,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.524900327320211
"7354",7353,2021102409,1954,"(2:18) (Shotgun) J.Fields scrambles left end ran ob at CHI 49 for 8 yards (P.Desir).",2,3,12,"CHI","TB","CHI",41,02:18:00,28,3,"R",NA,8,8,NA,NA,NA,NA,NA,NA,69,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","SCRAMBLE",0,"2-Man","Man",0,0,"[1, 1, 1]",1,0,0,-0.486486333305947
"7355",7354,2021102409,1997,"(2:00) (Shotgun) J.Fields sacked at CHI 48 for -1 yards (J.Pierre-Paul).",2,4,4,"CHI","TB","CHI",49,02:00:00,28,3,"S",NA,-1,-1,NA,NA,NA,NA,NA,NA,61,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",1,10,0,-2.41988725308329
"7356",7355,2021102409,2016,"(1:54) (Shotgun) T.Brady pass incomplete deep left to C.Godwin.",2,1,10,"TB","CHI","CHI",48,01:54:00,28,3,"I",NA,0,0,NA,NA,NA,NA,NA,NA,62,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",1,4,1,-0.390308120346162
"7357",7356,2021102409,2038,"(1:47) (Shotgun) T.Brady pass short right to G.Bernard to CHI 39 for 9 yards (D.Houston-Carson).",2,2,10,"TB","CHI","CHI",48,01:47:00,28,3,"C",NA,9,9,NA,NA,NA,NA,NA,NA,62,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,2,1,0.460725581506267
"7358",7357,2021102409,2199,"(1:00) (Shotgun) T.Brady pass short right to L.Fournette to CHI 11 for 9 yards (R.Smith, E.Jackson).",2,3,10,"TB","CHI","CHI",20,01:00:00,28,3,"C",NA,9,9,NA,NA,NA,NA,NA,NA,90,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","SCRAMBLE",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,6,1,-0.255943773139734
"7359",7358,2021102409,2261,"(:22) (No Huddle, Shotgun) T.Brady pass incomplete short right to O.Howard.",2,1,8,"TB","CHI","CHI",8,00:22:00,28,3,"I",NA,0,0,NA,NA,NA,NA,NA,NA,102,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,-0.674790046439739
"7360",7359,2021102409,2283,"(:19) (Shotgun) T.Brady pass incomplete short middle to M.Evans.",2,2,8,"TB","CHI","CHI",8,00:19:00,28,3,"I",NA,0,0,NA,NA,NA,NA,NA,NA,102,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,-0.5103340606438
"7361",7360,2021102409,2305,"(:14) (Shotgun) T.Brady pass short middle to M.Evans for 8 yards, TOUCHDOWN.",2,3,8,"TB","CHI","CHI",8,00:14:00,28,3,"C",NA,8,8,NA,NA,NA,NA,NA,NA,102,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",1,3,1,3.60130599112017
"7362",7361,2021102409,2423,"(14:56) (Shotgun) T.Brady pass short middle to O.Howard to TB 26 for 9 yards (D.Houston-Carson).",3,1,10,"TB","CHI","TB",17,14:56:00,35,3,"C",NA,9,9,NA,NA,NA,NA,NA,NA,93,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.00866186805069
"7363",7362,2021102409,2515,"(13:21) (No Huddle, Shotgun) T.Brady pass short middle to C.Godwin to CHI 45 for 7 yards (D.Shelley).",3,2,8,"TB","CHI","TB",48,13:21:00,35,3,"C",NA,7,7,NA,NA,NA,NA,NA,NA,62,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[1, 2, 1, 1]",0,0,0,0.560414922889322
"7364",7363,2021102409,2627,"(10:44) (Shotgun) J.Fields pass short left to D.Byrd ran ob at CHI 35 for 10 yards (J.Dean).",3,3,5,"CHI","TB","CHI",25,10:44:00,35,3,"C",NA,10,10,NA,NA,NA,NA,NA,NA,35,"EMPTY","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",1,9,0,1.62038119602948
"7365",7364,2021102409,2656,"(10:13) J.Fields pass deep left to D.Mooney ran ob at TB 43 for 22 yards.",3,1,10,"CHI","TB","CHI",35,10:13:00,35,3,"C",NA,22,22,NA,NA,NA,NA,NA,NA,45,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Cover-3","Zone",1,5,"[1, 2, 1, 1, 1]",0,0,0,1.49713740404695
"7366",7365,2021102409,2741,"(8:20) (Shotgun) J.Fields pass short right to C.Kmet to TB 15 for 6 yards (D.Delaney).",3,2,8,"CHI","TB","TB",21,08:20:00,35,3,"C",NA,6,6,NA,NA,NA,NA,NA,NA,89,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",1,1,"[1, 2, 1, 3, 1, 1]",1,10,0,0.334142652864102
"7367",7366,2021102409,2771,"(7:47) (No Huddle, Shotgun) J.Fields pass incomplete short left to D.Williams (K.Minter). PENALTY on CHI-C.Whitehair, Offensive Holding, 10 yards, enforced at TB 15 - No Play.",3,3,2,"CHI","TB","TB",15,07:47:00,35,3,"I",-10,0,-10,"Offensive Holding",43345,NA,NA,NA,NA,95,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB",NA,0,"Cover-0","Man",1,5,"[1, 1, 1, 1, 2]",0,0,0,-1.47470437263837
"7368",7367,2021102409,2804,"(7:40) (Shotgun) J.Fields pass short left intended for D.Mooney INTERCEPTED by J.Whitehead at TB 16. J.Whitehead to TB 33 for 17 yards (D.Mooney).",3,3,12,"CHI","TB","TB",25,07:40:00,35,3,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-4.7939119891962
"7369",7368,2021102409,2851,"(6:44) (Shotgun) T.Brady pass short left to T.Johnson to TB 46 for 12 yards (E.Jackson).",3,2,9,"TB","CHI","TB",34,06:44:00,35,3,"C",NA,12,12,NA,NA,NA,NA,NA,NA,76,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.39498154632747
"7370",7369,2021102409,3205,"(15:00) (Shotgun) J.Fields pass deep right intended for A.Robinson INTERCEPTED by P.Desir at CHI 37. P.Desir to CHI 37 for no gain (A.Robinson).",4,2,11,"CHI","TB","CHI",1,15:00:00,35,3,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,109,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,1,"[1, 3, 1, 1]",0,0,0,-2.01070969703142
"7371",7370,2021102409,3269,"(14:14) (Shotgun) T.Brady pass deep middle to C.Godwin to CHI 1 for 34 yards (E.Jackson).",4,2,8,"TB","CHI","CHI",35,14:14:00,35,3,"C",NA,34,34,NA,NA,NA,NA,NA,NA,75,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,3.41860101305065
"7372",7371,2021102409,3314,"(13:03) (Shotgun) T.Brady pass incomplete short left to C.Brate (M.Edwards).",4,2,4,"TB","CHI","CHI",4,13:03:00,35,3,"I",NA,0,0,NA,NA,NA,NA,NA,NA,106,"EMPTY","0 RB, 3 TE, 2 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",1,5,"[1, 1, 2, 1, 1]",1,9,0,-1.00022146274569
"7373",7372,2021102409,3336,"(13:00) (Shotgun) T.Brady pass incomplete short right to L.Fournette.",4,3,4,"TB","CHI","CHI",4,13:00:00,35,3,"I",NA,0,0,NA,NA,NA,NA,NA,NA,106,"SHOTGUN","1 RB, 0 TE, 4 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",1,10,"[2, 1, 2, 2]",0,0,0,-1.56221923851966
"7374",7373,2021102409,3413,"(12:16) (Shotgun) J.Fields pass short middle to C.Kmet to TB 49 for 22 yards (P.Desir).",4,2,6,"CHI","TB","CHI",29,12:16:00,38,3,"C",NA,22,22,NA,NA,NA,NA,NA,NA,81,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,1,"[3, 3, 1, 1]",0,0,0,1.70744490483776
"7375",7374,2021102409,3458,"(10:42) (Shotgun) J.Fields pass short left to M.Goodwin to TB 38 for 12 yards (D.White).",4,2,11,"CHI","TB",NA,50,10:42:00,38,3,"C",NA,12,12,NA,NA,NA,NA,NA,NA,60,"SHOTGUN","1 RB, 0 TE, 4 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",1,2,1,1.46020449278876
"7376",7375,2021102409,3507,"(9:32) (Shotgun) J.Fields pass short middle to K.Herbert to TB 45 for -6 yards (V.Vea) [D.White].",4,2,11,"CHI","TB","TB",39,09:32:00,38,3,"C",NA,-6,-6,NA,NA,NA,NA,NA,NA,49,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[1, 2, 2, 1, 1]",1,9,0,-1.34809587383643
"7377",7376,2021102409,3701,"(3:30) B.Gabbert pass short left to D.Yelder to CHI 38 for no gain (R.Smith).",4,2,11,"TB","CHI","CHI",38,03:30:00,38,3,"C",NA,0,0,NA,NA,NA,NA,NA,NA,72,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"3 DL, 4 LB, 4 DB","TRADITIONAL",1,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",1,9,0,-0.605865706864279
"7378",7377,2021102409,3725,"(2:42) (Shotgun) B.Gabbert pass incomplete short left to J.Darden.",4,3,11,"TB","CHI","CHI",38,02:42:00,38,3,"I",NA,0,0,NA,NA,NA,NA,NA,NA,72,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-1.30158680910245
"7379",7378,2021102409,3766,"(2:27) J.Fields scrambles right end pushed ob at CHI 15 for 1 yard (D.White).",4,1,10,"CHI","TB","CHI",14,02:27:00,38,3,"R",NA,1,1,NA,NA,NA,NA,NA,NA,96,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",1,"Cover-3","Zone",1,10,"[2, 1, 1, 1]",0,0,0,-0.457567251520231
